Time;Load_1;Load_2;Hydro_ROR_1;Hydro_STOR_1;Hydro_ROR_2;Hydro_STOR_2;Wind_1;Wind_2;Solar_1;Solar_2;CCGT.ElectricityPrice;OCGT.ElectricityPrice;Nuclear.ElectricityPrice;Prix_poubelle;Prix_reseau
23900400;49394;51529;3167;0;2375;0;1479;2384;5050;5346;56.44;96.11;11.5;0;10000
23904000;47128;50654;3130;0;2347;0;1662;2400;4212;4538;56.44;96.11;11.5;0;10000
23907600;45848;50663;3077;0;2308;0;1768;2396;2917;3443;56.44;96.11;11.5;0;10000
23911200;45692;52079;3317;0;2487;0;2023;2340;1725;2050;56.44;96.11;11.5;0;10000
23914800;48084;54725;3544;0;2658;0;2177;2215;708;156;56.44;96.11;11.5;0;10000
23918400;53180;59083;3886;0;2915;0;2384;2266;93;1;56.44;96.11;11.5;0;10000
23922000;55951;59683;4012;0;3009;0;2628;2399;0;0;56.44;96.11;11.5;0;10000
23925600;52966;57228;3756;0;2817;0;2727;2462;0;0;56.44;96.11;11.5;0;10000
23929200;50833;54392;3466;0;2600;0;2889;2536;0;0;56.44;96.11;11.5;0;10000
23932800;53528;50072;3345;2028;2509;1521;3162;2729;0;0;56.44;96.11;11.5;0;10000
23936400;51841;45809;3026;0;2269;0;3185;2875;0;0;56.44;96.11;11.5;0;10000
23940000;47546;43398;2719;0;2039;0;3124;3056;0;0;56.44;96.11;11.5;0;10000
23943600;45865;42545;2598;0;1948;0;3321;3170;0;0;56.44;96.11;11.5;0;10000
23947200;43110;42461;2540;0;1905;0;3043;3123;0;0;56.44;96.11;11.5;0;10000
23950800;41841;43145;2483;0;1862;0;3075;3222;0;0;56.44;96.11;11.5;0;10000
23954400;43485;46141;2566;0;1924;0;3095;3490;0;0;56.44;96.11;11.5;0;10000
23958000;48974;53766;3014;0;2260;0;3381;3777;0;0;56.44;96.11;11.5;0;10000
23961600;57174;62200;3637;0;2727;0;3470;3985;0;188;56.44;96.11;11.5;0;10000
23965200;60228;67915;4076;0;3057;0;3204;4057;100;1769;56.44;96.11;11.5;0;10000
23968800;61772;69666;4160;0;3120;0;3037;4131;785;3659;56.44;96.11;11.5;0;10000
23972400;62599;70615;4252;0;3189;0;2827;4075;1889;5296;56.44;96.11;11.5;0;10000
23976000;63274;71069;4286;0;3215;0;2573;4034;3107;6673;56.44;96.11;11.5;0;10000
23979600;63942;69934;4209;0;3157;0;2422;4190;3971;7183;56.44;96.11;11.5;0;10000
23983200;63494;69589;4066;0;3050;0;2290;4139;4553;7216;56.44;96.11;11.5;0;10000
23986800;62568;69035;3830;0;2872;0;2188;4000;4908;6647;56.44;96.11;11.5;0;10000
23990400;60939;68652;3664;0;2748;0;2343;3911;4434;5389;56.44;96.11;11.5;0;10000
23994000;59617;68139;3554;0;2665;0;2655;3830;3572;3697;56.44;96.11;11.5;0;10000
23997600;58584;68872;3795;0;2846;0;2841;3807;2271;1852;56.44;96.11;11.5;0;10000
24001200;59707;70078;4111;0;3083;0;3335;3847;1171;95;56.44;96.11;11.5;0;10000
24004800;63659;73102;4842;0;3631;0;3666;3977;114;0;56.44;96.11;11.5;0;10000
24008400;63502;71487;4945;0;3709;0;3755;4230;0;0;56.44;96.11;11.5;0;10000
24012000;58516;67284;4441;0;3330;0;3780;4320;0;0;56.44;96.11;11.5;0;10000
24015600;55362;61693;4224;0;3168;0;3652;4360;0;0;56.44;96.11;11.5;0;10000
24019200;57560;56041;4065;1891;3048;1418;3342;4281;0;0;56.44;96.11;11.5;0;10000
24022800;55076;51480;3941;0;2956;0;3174;4318;0;0;56.44;96.11;11.5;0;10000
24026400;49964;48658;3536;0;2652;0;3002;4401;0;0;56.44;96.11;11.5;0;10000
24030000;48351;47509;3244;0;2433;0;2830;4329;0;0;56.44;96.11;11.5;0;10000
24033600;45582;47109;3169;0;2376;0;2727;4284;0;0;56.44;96.11;11.5;0;10000
24037200;44061;47465;3231;0;2423;0;2773;4126;0;0;56.44;96.11;11.5;0;10000
24040800;45146;49975;3249;0;2436;0;2869;4201;0;0;56.44;96.11;11.5;0;10000
24044400;49982;56820;3381;0;2536;0;2985;4112;0;0;56.44;96.11;11.5;0;10000
24048000;57981;65239;3897;0;2923;0;3120;4020;0;148;56.44;96.11;11.5;0;10000
24051600;60962;70591;4074;0;3056;0;3731;3825;93;1512;56.44;96.11;11.5;0;10000
24055200;62074;72144;4249;0;3187;0;3792;3822;1201;2939;56.44;96.11;11.5;0;10000
24058800;62686;73108;4224;0;3168;0;4027;3962;2884;4319;56.44;96.11;11.5;0;10000
24062400;63303;73615;4249;0;3186;0;4378;4007;4354;5560;56.44;96.11;11.5;0;10000
24066000;63686;71996;4175;0;3131;0;4911;3943;5282;5980;56.44;96.11;11.5;0;10000
24069600;62860;71608;4075;0;3056;0;5359;3746;5343;5850;56.44;96.11;11.5;0;10000
24073200;62042;70873;3783;0;2837;0;5796;3650;5366;5010;56.44;96.11;11.5;0;10000
24076800;60290;70377;3756;0;2817;0;6008;3522;5077;4073;56.44;96.11;11.5;0;10000
24080400;58858;70038;3837;0;2878;0;6135;3435;4028;3168;56.44;96.11;11.5;0;10000
24084000;57602;70493;4037;0;3027;0;5918;3400;2546;1784;56.44;96.11;11.5;0;10000
24087600;58409;71491;4408;0;3306;0;6048;3178;1017;41;56.44;96.11;11.5;0;10000
24091200;61966;73828;5167;0;3875;0;6050;3035;102;1;56.44;96.11;11.5;0;10000
24094800;62710;72315;5561;0;4171;0;6344;2984;0;0;56.44;96.11;11.5;0;10000
24098400;57816;68084;5262;0;3946;0;6703;2895;0;0;56.44;96.11;11.5;0;10000
24102000;54840;62287;4899;0;3674;0;6841;2703;0;0;56.44;96.11;11.5;0;10000
24105600;56969;56837;4853;1921;3640;1441;6913;2698;0;0;56.44;96.11;11.5;0;10000
24109200;54719;52120;4713;0;3534;0;6588;2608;0;0;56.44;96.11;11.5;0;10000
24112800;49698;49180;4485;0;3364;0;6259;2531;0;0;56.44;96.11;11.5;0;10000
24116400;48226;47814;4497;0;3372;0;6312;2504;0;0;56.44;96.11;11.5;0;10000
24120000;45557;47399;4377;0;3283;0;6485;2556;0;0;56.44;96.11;11.5;0;10000
24123600;44248;47816;4513;0;3384;0;6539;2538;0;0;56.44;96.11;11.5;0;10000
24127200;45516;50325;4480;0;3360;0;6277;2405;0;0;56.44;96.11;11.5;0;10000
24130800;50378;57088;4648;0;3486;0;6066;2252;0;0;56.44;96.11;11.5;0;10000
24134400;58357;65169;5036;0;3777;0;5911;2115;0;252;56.44;96.11;11.5;0;10000
24138000;61569;70611;5275;0;3956;0;5619;2003;120;1923;56.44;96.11;11.5;0;10000
24141600;63005;72187;5406;0;4054;0;5217;1991;1432;3246;56.44;96.11;11.5;0;10000
24145200;63323;72927;5250;0;3937;0;4993;1953;3597;4196;56.44;96.11;11.5;0;10000
24148800;63734;73411;5131;0;3848;0;4952;2061;5584;4967;56.44;96.11;11.5;0;10000
24152400;64162;72069;4954;0;3715;0;4839;2129;6755;5221;56.44;96.11;11.5;0;10000
24156000;63433;71522;4978;0;3733;0;4714;2205;6791;5048;56.44;96.11;11.5;0;10000
24159600;62565;70327;4972;0;3729;0;4266;2273;6699;5023;56.44;96.11;11.5;0;10000
24163200;60695;69498;4884;0;3663;0;3977;2263;6008;4439;56.44;96.11;11.5;0;10000
24166800;59192;68829;4970;0;3728;0;3648;2322;4995;3345;56.44;96.11;11.5;0;10000
24170400;58107;69346;5114;0;3836;0;3327;2296;3401;2078;56.44;96.11;11.5;0;10000
24174000;58965;70409;5391;0;4043;0;2688;2228;1522;66;56.44;96.11;11.5;0;10000
24177600;63094;73263;5734;0;4300;0;2315;2229;129;0;56.44;96.11;11.5;0;10000
24181200;63750;71942;5762;0;4322;0;2128;2256;0;0;56.44;96.11;11.5;0;10000
24184800;58961;67639;5553;0;4165;0;1969;2257;0;0;56.44;96.11;11.5;0;10000
24188400;55939;62165;5168;0;3876;0;1832;2162;0;0;56.44;96.11;11.5;0;10000
24192000;58282;56720;5283;2406;3962;1804;1600;2056;0;0;56.44;96.11;11.5;0;10000
24195600;56148;52081;4874;0;3655;0;1361;1887;0;0;56.44;96.11;11.5;0;10000
24199200;51076;49068;4618;0;3463;0;1204;1707;0;0;56.44;96.11;11.5;0;10000
24202800;49602;47695;4567;0;3425;0;1138;1532;0;0;56.44;96.11;11.5;0;10000
24206400;46842;47474;4487;0;3365;0;1044;1409;0;0;56.44;96.11;11.5;0;10000
24210000;45518;48056;4468;0;3351;0;949;1347;0;0;56.44;96.11;11.5;0;10000
24213600;46744;50447;4368;0;3276;0;907;1244;0;0;56.44;96.11;11.5;0;10000
24217200;51640;57231;4600;0;3450;0;845;1154;0;0;56.44;96.11;11.5;0;10000
24220800;59995;65524;5024;0;3768;0;743;1085;0;95;56.44;96.11;11.5;0;10000
24224400;62923;70902;5448;0;4086;0;668;937;120;1550;56.44;96.11;11.5;0;10000
24228000;63643;72312;5574;0;4180;0;596;827;1529;2988;56.44;96.11;11.5;0;10000
24231600;63759;72502;5439;0;4079;0;530;748;3822;4145;56.44;96.11;11.5;0;10000
24235200;63865;72472;5247;0;3935;0;545;652;6040;4939;56.44;96.11;11.5;0;10000
24238800;63755;71164;5175;0;3881;0;561;571;7545;5368;56.44;96.11;11.5;0;10000
24242400;62826;70521;5039;0;3779;0;594;540;7796;5010;56.44;96.11;11.5;0;10000
24246000;61827;69934;4877;0;3657;0;596;546;7119;4818;56.44;96.11;11.5;0;10000
24249600;60133;69277;4824;0;3618;0;608;638;6032;4458;56.44;96.11;11.5;0;10000
24253200;58574;68882;4792;0;3594;0;690;676;4655;3401;56.44;96.11;11.5;0;10000
24256800;57458;69312;4875;0;3656;0;702;689;3165;1821;56.44;96.11;11.5;0;10000
24260400;58376;70472;5181;0;3886;0;604;701;1400;43;56.44;96.11;11.5;0;10000
24264000;62658;73250;5708;0;4281;0;558;812;139;0;56.44;96.11;11.5;0;10000
24267600;63474;72062;5682;0;4261;0;692;906;0;0;56.44;96.11;11.5;0;10000
24271200;58820;67912;5027;0;3770;0;762;952;0;0;56.44;96.11;11.5;0;10000
24274800;56133;62502;4924;0;3693;0;764;934;0;0;56.44;96.11;11.5;0;10000
24278400;58572;56891;5070;2186;3802;1639;683;828;0;0;56.44;96.11;11.5;0;10000
24282000;56516;52284;4729;0;3546;0;597;728;0;0;56.44;96.11;11.5;0;10000
24285600;51392;49340;4200;0;3150;0;557;621;0;0;56.44;96.11;11.5;0;10000
24289200;50012;47837;4004;0;3003;0;524;562;0;0;56.44;96.11;11.5;0;10000
24292800;47561;47661;3942;0;2956;0;557;537;0;0;56.44;96.11;11.5;0;10000
24296400;46200;48069;4012;0;3009;0;636;531;0;0;56.44;96.11;11.5;0;10000
24300000;47510;50310;3880;0;2910;0;780;533;0;0;56.44;96.11;11.5;0;10000
24303600;52599;56886;3975;0;2981;0;845;564;0;0;56.44;96.11;11.5;0;10000
24307200;61095;64864;4633;0;3475;0;887;531;0;128;56.44;96.11;11.5;0;10000
24310800;64354;70174;5170;0;3877;0;954;499;94;1671;56.44;96.11;11.5;0;10000
24314400;64882;71439;5270;0;3953;0;927;421;1809;3476;56.44;96.11;11.5;0;10000
24318000;65014;71619;5150;0;3863;0;608;371;4594;4706;56.44;96.11;11.5;0;10000
24321600;64613;71387;5122;0;3842;0;450;356;7087;5547;56.44;96.11;11.5;0;10000
24325200;64080;69588;4942;0;3706;0;557;367;8577;6262;56.44;96.11;11.5;0;10000
24328800;63112;68490;4617;0;3462;0;679;402;9142;6602;56.44;96.11;11.5;0;10000
24332400;61252;67369;4377;0;3283;0;779;439;8967;6036;56.44;96.11;11.5;0;10000
24336000;58973;66543;4206;0;3154;0;874;474;8124;5333;56.44;96.11;11.5;0;10000
24339600;56902;66142;4225;0;3169;0;980;510;6912;3829;56.44;96.11;11.5;0;10000
24343200;55835;66623;4215;0;3161;0;1139;564;4738;1847;56.44;96.11;11.5;0;10000
24346800;56822;68212;4500;0;3375;0;1204;629;2060;59;56.44;96.11;11.5;0;10000
24350400;60442;70985;5159;0;3869;0;1433;740;174;0;56.44;96.11;11.5;0;10000
24354000;62337;69310;5201;0;3901;0;2058;854;0;0;56.44;96.11;11.5;0;10000
24357600;58192;65139;4517;0;3388;0;2577;925;0;0;56.44;96.11;11.5;0;10000
24361200;55960;60451;4405;0;3304;0;2777;958;0;0;56.44;96.11;11.5;0;10000
24364800;58687;55640;4509;1415;3381;1061;2823;1015;0;0;56.44;96.11;11.5;0;10000
24368400;56185;51320;4400;0;3300;0;2748;1002;0;0;56.44;96.11;11.5;0;10000
24372000;51040;48226;4038;0;3028;0;2622;1039;0;0;56.44;96.11;11.5;0;10000
24375600;49186;46654;3669;0;2752;0;2608;1055;0;0;56.44;96.11;11.5;0;10000
24379200;46033;45933;3271;0;2453;0;2536;1101;0;0;56.44;96.11;11.5;0;10000
24382800;44210;45507;3167;0;2375;0;2588;1103;0;0;56.44;96.11;11.5;0;10000
24386400;44198;45670;3183;0;2387;0;2757;1090;0;0;56.44;96.11;11.5;0;10000
24390000;46163;47538;3341;0;2506;0;2742;1156;0;0;56.44;96.11;11.5;0;10000
24393600;49053;50970;3829;0;2871;0;2704;1233;0;84;56.44;96.11;11.5;0;10000
24397200;51031;54697;4062;0;3046;0;2636;1276;119;1552;56.44;96.11;11.5;0;10000
24400800;54262;58463;4413;0;3310;0;2383;1234;1888;3038;56.44;96.11;11.5;0;10000
24404400;55806;60143;4309;0;3232;0;1990;1223;4546;4425;56.44;96.11;11.5;0;10000
24408000;56028;60350;4131;0;3098;0;1837;1319;6675;5440;56.44;96.11;11.5;0;10000
24411600;57034;59133;3950;0;2962;0;1970;1470;8132;6101;56.44;96.11;11.5;0;10000
24415200;56885;57401;3631;0;2723;0;2134;1566;8811;6005;56.44;96.11;11.5;0;10000
24418800;54029;55813;3300;0;2475;0;2258;1631;8740;5906;56.44;96.11;11.5;0;10000
24422400;51705;54938;3058;0;2293;0;2355;1801;7942;5139;56.44;96.11;11.5;0;10000
24426000;49802;54980;2921;0;2190;0;2393;2021;6359;3653;56.44;96.11;11.5;0;10000
24429600;48941;56575;3128;0;2346;0;2502;2143;4071;1731;56.44;96.11;11.5;0;10000
24433200;50368;59465;3432;0;2574;0;2462;2256;1549;62;56.44;96.11;11.5;0;10000
24436800;54935;62683;4086;0;3064;0;2655;2517;160;0;56.44;96.11;11.5;0;10000
24440400;56676;61257;4280;0;3210;0;3156;2603;0;0;56.44;96.11;11.5;0;10000
24444000;53236;57910;3761;0;2821;0;3317;2602;0;0;56.44;96.11;11.5;0;10000
24447600;51765;54564;3436;0;2577;0;3348;2621;0;0;56.44;96.11;11.5;0;10000
24451200;55320;50814;3534;1090;2651;817;3220;2556;0;0;56.44;96.11;11.5;0;10000
24454800;53954;46824;3360;0;2520;0;3151;2389;0;0;56.44;96.11;11.5;0;10000
24458400;49329;43903;3054;0;2291;0;3074;2189;0;0;56.44;96.11;11.5;0;10000
24462000;47358;42466;2898;0;2173;0;2808;2088;0;0;56.44;96.11;11.5;0;10000
24465600;43949;41761;2555;0;1916;0;2627;2001;0;0;56.44;96.11;11.5;0;10000
24469200;41878;41401;2341;0;1756;0;2440;1915;0;0;56.44;96.11;11.5;0;10000
24472800;41396;41454;2378;0;1784;0;2346;1990;0;0;56.44;96.11;11.5;0;10000
24476400;42220;42217;2446;0;1835;0;2391;2042;0;0;56.44;96.11;11.5;0;10000
24480000;43913;43843;2524;0;1893;0;2473;2059;0;220;56.44;96.11;11.5;0;10000
24483600;45127;46313;2633;0;1974;0;2485;2060;102;2269;56.44;96.11;11.5;0;10000
24487200;48247;49849;2636;0;1977;0;2338;1851;1633;4529;56.44;96.11;11.5;0;10000
24490800;50829;52397;2656;0;1992;0;1988;1856;4062;6479;56.44;96.11;11.5;0;10000
24494400;52423;54026;2828;0;2121;0;1850;2202;6000;7762;56.44;96.11;11.5;0;10000
24498000;53904;53542;3119;0;2339;0;1624;2405;7509;8442;56.44;96.11;11.5;0;10000
24501600;53777;52027;3150;0;2362;0;1457;2333;8404;8822;56.44;96.11;11.5;0;10000
24505200;50219;50904;2814;0;2111;0;1453;2438;8405;8405;56.44;96.11;11.5;0;10000
24508800;47457;50104;2582;0;1936;0;1575;2542;7798;7232;56.44;96.11;11.5;0;10000
24512400;45555;50207;2342;0;1757;0;1730;2627;5887;4726;56.44;96.11;11.5;0;10000
24516000;45261;52170;2473;0;1855;0;1880;2477;3308;2097;56.44;96.11;11.5;0;10000
24519600;47486;55572;2780;0;2085;0;1859;2297;1212;74;56.44;96.11;11.5;0;10000
24523200;53235;59776;3454;0;2591;0;2135;2423;64;0;56.44;96.11;11.5;0;10000
24526800;56787;59740;3561;0;2670;0;2640;2614;0;0;56.44;96.11;11.5;0;10000
24530400;53930;57404;3098;0;2323;0;2967;2708;0;0;56.44;96.11;11.5;0;10000
24534000;52018;54684;2853;0;2140;0;3115;2611;0;0;56.44;96.11;11.5;0;10000
24537600;54793;50585;3063;2139;2297;1604;2970;2505;0;0;56.44;96.11;11.5;0;10000
24541200;53523;46712;2838;0;2129;0;2568;2361;0;0;56.44;96.11;11.5;0;10000
24544800;49233;44113;2529;0;1896;0;2203;2228;0;0;56.44;96.11;11.5;0;10000
24548400;47773;43283;2474;0;1855;0;2017;2045;0;0;56.44;96.11;11.5;0;10000
24552000;45136;43276;2456;0;1842;0;1895;1937;0;0;56.44;96.11;11.5;0;10000
24555600;43912;43744;2307;0;1730;0;1969;1893;0;0;56.44;96.11;11.5;0;10000
24559200;45892;46611;2284;0;1713;0;1910;1896;0;0;56.44;96.11;11.5;0;10000
24562800;51653;53678;2615;0;1961;0;2002;1894;0;0;56.44;96.11;11.5;0;10000
24566400;60266;61458;3236;0;2427;0;2088;1919;0;194;56.44;96.11;11.5;0;10000
24570000;63971;66436;3792;0;2844;0;2031;1766;51;2404;56.44;96.11;11.5;0;10000
24573600;65275;68327;3909;0;2932;0;1859;1524;695;4787;56.44;96.11;11.5;0;10000
24577200;65947;68871;3810;0;2858;0;1352;1516;1885;6879;56.44;96.11;11.5;0;10000
24580800;66267;68997;3655;0;2741;0;1193;1771;3067;8453;56.44;96.11;11.5;0;10000
24584400;66458;67291;3772;0;2829;0;1214;1904;4243;9168;56.44;96.11;11.5;0;10000
24588000;65526;66819;3713;0;2785;0;1192;1876;4854;9074;56.44;96.11;11.5;0;10000
24591600;64009;66470;3492;0;2619;0;1168;1843;4733;8274;56.44;96.11;11.5;0;10000
24595200;61893;65548;3245;0;2434;0;1126;1994;4224;6601;56.44;96.11;11.5;0;10000
24598800;60226;65045;3040;0;2280;0;1074;2097;2985;4621;56.44;96.11;11.5;0;10000
24602400;59178;65880;3040;0;2280;0;1161;2236;1784;2535;56.44;96.11;11.5;0;10000
24606000;60493;68123;3532;0;2649;0;1398;2341;667;50;56.44;96.11;11.5;0;10000
24609600;65926;71567;4396;0;3297;0;1726;2685;41;0;56.44;96.11;11.5;0;10000
24613200;66040;70104;4705;0;3529;0;2030;2738;0;0;56.44;96.11;11.5;0;10000
24616800;61177;65995;4195;0;3146;0;2107;2889;0;0;56.44;96.11;11.5;0;10000
24620400;58106;61021;3873;0;2905;0;1928;2887;0;0;56.44;96.11;11.5;0;10000
24624000;60582;55594;3875;2485;2906;1864;1709;2847;0;0;56.44;96.11;11.5;0;10000
24627600;58467;50973;3651;0;2738;0;1609;2795;0;0;56.44;96.11;11.5;0;10000
24631200;53633;48190;3323;0;2492;0;1626;2762;0;0;56.44;96.11;11.5;0;10000
24634800;52287;47076;3244;0;2433;0;1660;2708;0;0;56.44;96.11;11.5;0;10000
24638400;49768;46990;3217;0;2413;0;1699;2711;0;0;56.44;96.11;11.5;0;10000
24642000;48454;47460;3172;0;2379;0;1806;2721;0;0;56.44;96.11;11.5;0;10000
24645600;49928;49936;3095;0;2321;0;1845;2581;0;0;56.44;96.11;11.5;0;10000
24649200;55153;56919;3234;0;2426;0;1817;2632;0;0;56.44;96.11;11.5;0;10000
24652800;64043;65646;3655;0;2741;0;1952;2705;0;103;56.44;96.11;11.5;0;10000
24656400;67598;71314;4215;0;3161;0;2007;2639;29;1550;56.44;96.11;11.5;0;10000
24660000;68326;72912;4359;0;3269;0;1765;2471;822;3113;56.44;96.11;11.5;0;10000
24663600;68509;73428;4186;0;3139;0;1466;2371;2307;4311;56.44;96.11;11.5;0;10000
24667200;68534;73624;4060;0;3045;0;1717;2380;3701;5189;56.44;96.11;11.5;0;10000
24670800;68281;71992;4067;0;3050;0;2493;2328;4947;5362;56.44;96.11;11.5;0;10000
24674400;67526;71576;3858;0;2894;0;3277;2331;4951;5352;56.44;96.11;11.5;0;10000
24678000;66232;71089;3660;0;2745;0;3355;2355;4687;4860;56.44;96.11;11.5;0;10000
24681600;64513;70865;3595;0;2696;0;3675;2346;4064;4359;56.44;96.11;11.5;0;10000
24685200;63163;70597;3580;0;2685;0;3910;2367;3370;3046;56.44;96.11;11.5;0;10000
24688800;62368;71370;3501;0;2625;0;3999;2318;2021;1722;56.44;96.11;11.5;0;10000
24692400;64052;73205;3901;0;2925;0;3622;2270;794;16;56.44;96.11;11.5;0;10000
24696000;69535;75203;4786;0;3589;0;3338;2226;59;0;56.44;96.11;11.5;0;10000
24699600;69436;72943;4794;0;3595;0;3251;2175;0;0;56.44;96.11;11.5;0;10000
24703200;64245;68640;4189;0;3142;0;3249;2103;0;0;56.44;96.11;11.5;0;10000
24706800;61257;63102;3995;0;2996;0;3231;1985;0;0;56.44;96.11;11.5;0;10000
24710400;63589;57440;3846;2308;2884;1731;2797;1958;0;0;56.44;96.11;11.5;0;10000
24714000;61536;52782;3873;0;2905;0;2430;1975;0;0;56.44;96.11;11.5;0;10000
24717600;56885;49788;3627;0;2720;0;2060;1932;0;0;56.44;96.11;11.5;0;10000
24721200;55560;48798;3576;0;2682;0;1780;1947;0;0;56.44;96.11;11.5;0;10000
24724800;52885;48726;3531;0;2648;0;1716;2026;0;0;56.44;96.11;11.5;0;10000
24728400;51882;49225;3417;0;2563;0;1755;2113;0;0;56.44;96.11;11.5;0;10000
24732000;53277;51440;3303;0;2477;0;1791;2275;0;0;56.44;96.11;11.5;0;10000
24735600;58744;58104;3401;0;2551;0;1985;2349;0;0;56.44;96.11;11.5;0;10000
24739200;67461;66881;3818;0;2864;0;2086;2275;0;92;56.44;96.11;11.5;0;10000
24742800;71494;72697;4236;0;3177;0;1972;2206;65;1016;56.44;96.11;11.5;0;10000
24746400;72484;73980;4549;0;3411;0;1728;2218;1378;1895;56.44;96.11;11.5;0;10000
24750000;72533;74278;4536;0;3402;0;1450;2322;3895;3185;56.44;96.11;11.5;0;10000
24753600;72598;74336;4330;0;3247;0;1481;2388;5943;3963;56.44;96.11;11.5;0;10000
24757200;72823;72650;4276;0;3207;0;1631;2371;7190;3959;56.44;96.11;11.5;0;10000
24760800;72074;72030;3985;0;2989;0;1743;2294;7525;3616;56.44;96.11;11.5;0;10000
24764400;70765;71464;3832;0;2874;0;1835;2349;7291;3362;56.44;96.11;11.5;0;10000
24768000;68641;71006;3801;0;2851;0;1903;2327;6690;2511;56.44;96.11;11.5;0;10000
24771600;67210;70488;3808;0;2856;0;1918;2180;5349;2082;56.44;96.11;11.5;0;10000
24775200;66181;71216;3900;0;2925;0;2084;2128;3414;1242;56.44;96.11;11.5;0;10000
24778800;67977;73104;4203;0;3152;0;2153;2126;1248;15;56.44;96.11;11.5;0;10000
24782400;73750;75221;5171;0;3878;0;2348;2188;68;0;56.44;96.11;11.5;0;10000
24786000;73272;73340;5253;0;3940;0;2634;2245;0;0;56.44;96.11;11.5;0;10000
24789600;67838;68936;4690;0;3518;0;2951;2244;0;0;56.44;96.11;11.5;0;10000
24793200;64733;63488;4315;0;3236;0;2762;2076;0;0;56.44;96.11;11.5;0;10000
24796800;67094;57819;4006;2657;3005;1993;2508;1911;0;0;56.44;96.11;11.5;0;10000
24800400;64939;53109;3800;0;2850;0;2468;1726;0;0;56.44;96.11;11.5;0;10000
24804000;60156;50119;3281;0;2461;0;2654;1564;0;0;56.44;96.11;11.5;0;10000
24807600;58842;48993;3100;0;2325;0;2651;1442;0;0;56.44;96.11;11.5;0;10000
24811200;56251;48840;2989;0;2241;0;2590;1384;0;0;56.44;96.11;11.5;0;10000
24814800;54865;49247;2936;0;2202;0;2582;1382;0;0;56.44;96.11;11.5;0;10000
24818400;56304;51488;2939;0;2204;0;2679;1416;0;0;56.44;96.11;11.5;0;10000
24822000;61854;58028;3160;0;2370;0;2524;1420;0;0;56.44;96.11;11.5;0;10000
24825600;70671;66577;3878;0;2908;0;2337;1424;0;90;56.44;96.11;11.5;0;10000
24829200;74734;72440;4245;0;3183;0;2366;1341;56;947;56.44;96.11;11.5;0;10000
24832800;75383;74164;4706;0;3529;0;2267;1223;1189;1743;56.44;96.11;11.5;0;10000
24836400;75882;74925;4920;0;3690;0;1948;1236;3185;2245;56.44;96.11;11.5;0;10000
24840000;75961;75382;4752;0;3564;0;1896;1191;4908;2529;56.44;96.11;11.5;0;10000
24843600;75723;73889;4384;0;3288;0;1942;1146;5942;2444;56.44;96.11;11.5;0;10000
24847200;74524;72991;4279;0;3209;0;1854;1138;6135;2490;56.44;96.11;11.5;0;10000
24850800;73193;71992;3854;0;2890;0;1603;1173;5657;1948;56.44;96.11;11.5;0;10000
24854400;71140;71481;3801;0;2851;0;1544;1183;5000;1410;56.44;96.11;11.5;0;10000
24858000;69794;70902;3871;0;2903;0;1518;1255;4336;922;56.44;96.11;11.5;0;10000
24861600;69168;71503;3901;0;2926;0;1454;1322;2670;358;56.44;96.11;11.5;0;10000
24865200;70982;73111;4282;0;3211;0;1353;1348;966;3;56.44;96.11;11.5;0;10000
24868800;76039;75205;5329;0;3997;0;1267;1393;52;0;56.44;96.11;11.5;0;10000
24872400;75415;73055;5343;0;4007;0;1188;1363;0;0;56.44;96.11;11.5;0;10000
24876000;70464;68651;4581;0;3436;0;1120;1266;0;0;56.44;96.11;11.5;0;10000
24879600;67449;63475;4081;0;3060;0;979;1175;0;0;56.44;96.11;11.5;0;10000
24883200;69970;57947;3951;2964;2963;2223;864;1117;0;0;56.44;96.11;11.5;0;10000
24886800;67640;53236;3763;0;2822;0;754;1112;0;0;56.44;96.11;11.5;0;10000
24890400;62731;50065;3372;0;2529;0;826;1094;0;0;56.44;96.11;11.5;0;10000
24894000;61310;48728;3212;0;2409;0;863;1043;0;0;56.44;96.11;11.5;0;10000
24897600;58555;48648;3184;0;2388;0;883;953;0;0;56.44;96.11;11.5;0;10000
24901200;57042;48989;3139;0;2354;0;903;875;0;0;56.44;96.11;11.5;0;10000
24904800;58556;51167;3111;0;2333;0;911;839;0;0;56.44;96.11;11.5;0;10000
24908400;64112;57673;3174;0;2380;0;929;849;0;0;56.44;96.11;11.5;0;10000
24912000;72959;66281;3758;0;2818;0;993;863;0;33;56.44;96.11;11.5;0;10000
24915600;76768;72061;4519;0;3389;0;1208;811;57;717;56.44;96.11;11.5;0;10000
24919200;77476;74013;4915;0;3686;0;1133;697;1348;1427;56.44;96.11;11.5;0;10000
24922800;77479;74771;4798;0;3599;0;1185;688;3740;2518;56.44;96.11;11.5;0;10000
24926400;77133;74706;4648;0;3486;0;1094;701;5814;3350;56.44;96.11;11.5;0;10000
24930000;76492;72981;4404;0;3303;0;1020;698;7283;3648;56.44;96.11;11.5;0;10000
24933600;75255;71837;4325;0;3243;0;815;680;7697;3638;56.44;96.11;11.5;0;10000
24937200;73121;70773;4347;0;3260;0;684;634;7371;3143;56.44;96.11;11.5;0;10000
24940800;70588;69807;4011;0;3008;0;655;690;6608;2339;56.44;96.11;11.5;0;10000
24944400;68666;69359;3893;0;2920;0;683;770;5185;1507;56.44;96.11;11.5;0;10000
